location,Da Nang International Airport,Da Nang International Airport,Da Nang International Airport,Da Nang International Airport
lat,15.87821,15.87821,15.87821,15.87821
lon,108.28125,108.28125,108.28125,108.28125
asl,26.241,26.241,26.241,26.241
variable,Temperature,Relative Humidity,Mean Sea Level Pressure,Precipitation Total
unit,°C,%,hPa,mm
level,2 m elevation corrected,2 m,MSL,sfc
resolution,hourly,hourly,hourly,hourly
aggregation,None,None,None,None
,,,,
,,,,
timestamp,Temperature,Relative Humidity,Mean Sea Level Pressure,Total Precipitation
20191005T0700,26.905565,89.45785,1012.3,0
20191005T0800,27.935566,89.152626,1012.7,0
20191005T0900,30.665565,73.029205,1013,0
20191005T1000,30.765566,72.138435,1013,0
20191005T1100,31.175566,70.55148,1012.5,0
20191005T1200,32.21557,65.127655,1011.6,0
20191005T1300,31.905565,67.51895,1010.7,0
20191005T1400,31.255566,68.28921,1010.1,0
20191005T1500,30.665565,69.583565,1009.7,0
20191005T1600,30.735565,69.222244,1009.5,0
20191005T1700,29.015566,78.189804,1009.4,0
20191005T1800,28.855566,78.4023,1010.1,0
20191005T1900,28.655565,80.799324,1010.9,0
20191005T2000,28.335566,84.401474,1012.1,0
20191005T2100,27.615566,87.66234,1012.9,0
20191005T2200,27.505566,84.82676,1012.9,0
20191005T2300,27.955566,79.038864,1012.7,0
20191006T0000,27.305567,82.700035,1012.5,0
20191006T0100,27.115566,84.53624,1012.3,0.1
20191006T0200,25.325565,91.31431,1011.8,0
20191006T0300,25.085566,93.52609,1011.6,0
20191006T0400,25.435566,89.79431,1011.5,0.2
20191006T0500,25.725567,87.781586,1012,0.1
20191006T0600,26.575565,79.627106,1012.4,0
20191006T0700,26.855566,83.65207,1013.3,0
20191006T0800,27.815565,85.87251,1013.6,0
20191006T0900,30.495565,74.5819,1013.8,0.1
20191006T1000,30.735565,70.60152,1013.5,0
20191006T1100,30.885567,71.38929,1013,0.1
20191006T1200,31.165565,70.29815,1012.3,0.4
20191006T1300,30.245565,73.880936,1011.8,1.1
20191006T1400,29.565565,81.434235,1011.2,0
20191006T1500,29.915565,81.95544,1011,0
20191006T1600,30.345566,78.736595,1010.9,0.1
20191006T1700,27.375566,86.19354,1011.2,0.1
20191006T1800,27.515566,85.59071,1011.5,0.1
20191006T1900,27.345566,89.43257,1011.8,0.2
20191006T2000,27.405565,87.80321,1012.7,0
20191006T2100,26.445566,89.589005,1013.2,0.1
20191006T2200,26.345566,84.86967,1013,0
20191006T2300,26.355566,85.5377,1013.3,0
20191007T0000,25.935566,87.060585,1012.7,0
20191007T0100,25.405565,88.18213,1012.4,0.1
20191007T0200,25.635567,84.084946,1011.8,0
20191007T0300,24.985565,87.67128,1011.6,0
20191007T0400,24.825565,90.73799,1011.3,0
20191007T0500,25.445566,89.36317,1011.4,0
20191007T0600,25.675566,88.04278,1012,0
20191007T0700,26.415565,87.20398,1012.1,0
20191007T0800,28.015566,84.420975,1012.9,0
20191007T0900,31.025566,67.35339,1013.4,0
20191007T1000,31.335566,66.41063,1013.3,0
20191007T1100,31.785566,68.305214,1012.6,0
20191007T1200,32.545567,68.9722,1011.6,0
20191007T1300,32.155567,71.771225,1010.8,0.1
20191007T1400,30.945566,74.65016,1010.4,0.3
20191007T1500,30.675566,77.12374,1010,0.1
20191007T1600,30.795567,75.91964,1010.3,0
20191007T1700,29.015566,81.95343,1010.4,0
20191007T1800,27.935566,87.738266,1011.1,0.5
20191007T1900,27.505566,92.0219,1011.8,0.1
20191007T2000,27.215567,92.00877,1012.4,0
20191007T2100,26.665565,93.58271,1013.1,0.1
20191007T2200,27.245565,85.97675,1013,0.6
20191007T2300,26.865566,89.56204,1012.9,0
20191008T0000,26.105566,91.13652,1012.4,0
20191008T0100,26.085566,90.59164,1011.9,0
20191008T0200,26.185566,86.610664,1011.4,0
20191008T0300,26.205566,85.782074,1011,0
20191008T0400,25.195566,92.357414,1011.1,0.1
20191008T0500,26.225567,84.755936,1011.7,0
20191008T0600,25.725567,90.95242,1011.9,0
20191008T0700,28.285566,83.69701,1012.9,0
20191008T0800,29.385567,81.99417,1013.7,0
20191008T0900,31.545567,69.82285,1014.3,0
20191008T1000,31.615566,69.7108,1014.4,0.1
20191008T1100,31.435566,72.50577,1013.4,0.2
20191008T1200,31.925566,69.06542,1012.9,0.2
20191008T1300,32.41557,67.45387,1011.9,0
20191008T1400,31.605566,69.91646,1011.5,0
20191008T1500,31.295567,73.21652,1011.1,0
20191008T1600,30.575565,74.81574,1011.6,0
20191008T1700,29.145567,80.71306,1011.5,0
20191008T1800,28.945566,82.09172,1012,0.1
20191008T1900,28.375566,85.1096,1012.6,0.5
20191008T2000,27.725567,88.50708,1013.5,0.6
20191008T2100,27.785566,87.363266,1014.4,0.1
20191008T2200,27.325565,87.06785,1014.1,0.4
20191008T2300,27.125566,84.38531,1014,0.2
20191009T0000,26.795567,89.504234,1013.6,0
20191009T0100,26.955566,86.157585,1012.7,0.1
20191009T0200,26.945566,88.716866,1012.3,0.3
20191009T0300,26.085566,89.40514,1012.2,0.2
20191009T0400,26.275566,87.98172,1012,0.1
20191009T0500,26.605566,89.11861,1012.1,0
20191009T0600,26.655565,86.23513,1012.4,0.2
20191009T0700,26.665565,88.90987,1013.3,0.1
20191009T0800,27.255566,93.16127,1013.4,0
20191009T0900,29.415565,84.20549,1014.1,0
20191009T1000,29.625566,86.73605,1014,0.1
20191009T1100,29.855566,78.673416,1013.4,0.1
20191009T1200,28.605566,80.07369,1012.8,1
20191009T1300,28.745565,79.9954,1011.5,0.1
20191009T1400,29.185566,79.43287,1011.2,0.2
20191009T1500,28.985565,78.93577,1010.2,1.9
20191009T1600,28.275566,78.13738,1010.1,0.6
20191009T1700,26.885567,88.71274,1011,0.1
20191009T1800,26.725567,86.396385,1011.3,0
20191009T1900,26.225567,90.92517,1012,0.1
20191009T2000,25.995565,88.81075,1012.5,0
20191009T2100,25.965567,87.95851,1013.6,0.1
20191009T2200,26.145567,88.448746,1013,0
20191009T2300,25.855566,88.481155,1013.3,0.1
20191010T0000,25.915565,87.47952,1012.2,0
20191010T0100,25.075565,92.29642,1011.9,0
20191010T0200,25.435566,91.87043,1011.1,0
20191010T0300,25.165565,92.57848,1011.1,0
20191010T0400,25.055567,92.740944,1011,0
20191010T0500,26.525566,85.96541,1011.5,0
20191010T0600,26.475567,85.39437,1012.4,0
20191010T0700,27.315565,84.25234,1013.1,0
20191010T0800,27.515566,89.12538,1013.7,0
20191010T0900,29.595566,81.10118,1014.2,0
20191010T1000,29.375566,82.52824,1013.9,0.1
20191010T1100,29.765566,82.472305,1013.4,0.1
20191010T1200,30.275566,78.30997,1012.8,0.1
20191010T1300,30.015566,79.06758,1011.3,0
20191010T1400,30.985565,76.396645,1011.1,0
20191010T1500,31.095566,72.53649,1010.3,0
20191010T1600,30.995565,71.19567,1010.3,0
20191010T1700,28.275566,84.095215,1010.7,0
20191010T1800,27.905565,88.93985,1011,0
20191010T1900,27.375566,84.86524,1011.7,0.1
20191010T2000,28.025566,82.432,1012.5,0
20191010T2100,27.575565,83.525276,1013,0
20191010T2200,26.235565,88.56136,1012.6,0
20191010T2300,26.015566,89.079185,1012.6,0
20191011T0000,25.425566,91.15499,1012.2,0
20191011T0100,24.905565,91.78915,1011.8,0
20191011T0200,26.235565,86.771286,1011.1,0
20191011T0300,26.105566,87.757774,1011,0
20191011T0400,26.045567,88.81421,1011,0
20191011T0500,26.135567,87.28654,1011.7,0
20191011T0600,25.035566,92.85177,1012.2,0
20191011T0700,27.635567,83.33182,1012.7,0
20191011T0800,28.425566,81.644196,1013.3,0
20191011T0900,30.695566,69.42253,1013.3,0
20191011T1000,30.915565,68.677185,1013.1,0
20191011T1100,31.175566,68.47875,1012.4,0
20191011T1200,31.715567,68.00825,1011.3,0
20191011T1300,31.195566,71.654106,1010.3,0
20191011T1400,31.175566,72.16314,1009.8,0
20191011T1500,31.015566,73.607155,1009.6,0
20191011T1600,30.905565,72.98095,1009.4,0
20191011T1700,29.325565,80.974,1009.4,0
20191011T1800,28.395567,84.96008,1009.7,0
20191011T1900,27.525566,88.44067,1010.6,0
20191011T2000,27.395567,88.53681,1011.1,0
20191011T2100,27.075565,90.05615,1011.6,0
20191011T2200,26.675566,90.35507,1011.7,0.3
20191011T2300,26.835566,88.23382,1012,0.2
20191012T0000,26.035566,91.570076,1011.6,0.1
20191012T0100,25.895567,92.88721,1011.3,0
20191012T0200,25.855566,89.60519,1010.7,0
20191012T0300,25.265566,92.69415,1010.7,0
20191012T0400,24.725567,93.118996,1010.5,0
20191012T0500,25.895567,91.56307,1010.8,0
20191012T0600,26.325565,89.099976,1011.1,0
20191012T0700,28.235565,80.364105,1012,0
20191012T0800,28.685566,81.38241,1012.3,0
20191012T0900,30.855566,69.49274,1012.7,0
20191012T1000,30.825565,69.987526,1012.6,0
20191012T1100,30.705566,71.828354,1011.9,0
20191012T1200,31.575565,67.90129,1011.3,0
20191012T1300,31.525566,69.98554,1010.5,0
20191012T1400,31.355566,71.723366,1009.8,0
20191012T1500,31.005566,74.17468,1009.4,0
20191012T1600,30.775566,73.56945,1009.2,0
20191012T1700,29.085566,82.00979,1009.9,0
20191012T1800,29.225567,82.854706,1010,0
20191012T1900,28.295567,86.57838,1010.8,0
20191012T2000,28.115566,88.37701,1011.6,0
20191012T2100,27.845566,89.782166,1012.4,0
20191012T2200,26.945566,90.53203,1012.6,0
20191012T2300,27.245565,89.905846,1012.6,0
20191013T0000,28.115566,85.440544,1012.6,0
20191013T0100,27.365566,86.65672,1012,0
20191013T0200,27.175566,87.263985,1011.4,0
20191013T0300,26.645567,88.96167,1011.4,0.2
20191013T0400,26.165565,93.12002,1011.5,0
20191013T0500,26.505566,88.58038,1011.8,0
20191013T0600,26.525566,91.04991,1012.5,0
20191013T0700,28.085566,82.487755,1013.2,0.1
20191013T0800,28.515566,82.04436,1013.8,0.5
20191013T0900,30.155565,70.54293,1014.4,0.4
20191013T1000,30.185566,69.20584,1014.6,0.3
20191013T1100,30.345566,69.65151,1013.7,0
20191013T1200,31.305567,67.365974,1012.8,0
20191013T1300,31.995565,65.12297,1012.1,0
20191013T1400,31.725567,65.46014,1011.4,0
20191013T1500,31.235565,68.28551,1011.1,0
20191013T1600,30.655565,66.960335,1011,0
20191013T1700,28.275566,82.11568,1011.4,0
20191013T1800,27.885567,80.46616,1012.1,0.1
20191013T1900,27.645567,83.98301,1012.4,0.2
20191013T2000,27.625566,87.24712,1013.3,0.2
20191013T2100,26.745565,91.65963,1014.1,0.1
20191013T2200,26.625566,84.743256,1014.3,0.6
20191013T2300,26.565565,84.58467,1014.4,0.6
20191014T0000,25.905565,90.039696,1014,0.5
20191014T0100,25.265566,91.58631,1014.1,0.3
20191014T0200,25.345566,90.168236,1013.5,0.3
20191014T0300,25.165565,90.48417,1013.1,0
20191014T0400,25.055567,91.90726,1012.9,0
20191014T0500,25.625566,92.04506,1012.7,0
20191014T0600,25.675566,92.37897,1013.7,0.1
20191014T0700,27.065565,86.16705,1014.4,0
20191014T0800,27.705566,86.47851,1015.3,0.2
20191014T0900,29.755566,73.71577,1016,0.8
20191014T1000,28.635567,78.23253,1016,3.4
20191014T1100,28.455566,86.540184,1016.1,0.9
20191014T1200,28.265566,88.23087,1015.3,0.1
20191014T1300,25.515566,88.08393,1014.3,0.9
20191014T1400,26.445566,92.6332,1013.9,0.4
20191014T1500,28.035566,84.97736,1013.7,0.9
20191014T1600,26.755566,81.89608,1013.6,0.8
20191014T1700,26.175566,92.180695,1013.3,0.2
20191014T1800,26.535566,93.245026,1013.8,0.2
20191014T1900,25.825565,89.28079,1014.3,0.7
20191014T2000,25.885567,92.60956,1015.1,0.2
20191014T2100,26.285566,90.22445,1015.5,0.1
20191014T2200,25.165565,93.64142,1015.7,1.1
20191014T2300,25.525566,91.05086,1015.5,0.9
20191015T0000,25.105566,96.60427,1015.2,0.4
20191015T0100,25.185566,95.1137,1014.7,0.6
20191015T0200,24.825565,89.37601,1014.1,1.6
20191015T0300,24.805567,91.341934,1014.1,0.1
20191015T0400,24.725567,93.56903,1013.9,0.4
20191015T0500,26.005566,93.16942,1013.8,0.1
20191015T0600,26.475567,89.85906,1014.6,0.4
20191015T0700,26.345566,90.120155,1014.8,1.7
20191015T0800,26.255566,91.417076,1015.6,1.3
20191015T0900,26.675566,84.595314,1015.7,3.1
20191015T1000,26.335566,93.79414,1016.2,0.8
20191015T1100,26.005566,87.80297,1016,1.7
20191015T1200,26.205566,88.772,1015.2,1.9
20191015T1300,26.765566,86.399796,1014.4,0.8
20191015T1400,26.895567,84.059364,1013.6,0.7
20191015T1500,26.175566,93.67709,1013.2,0
20191015T1600,26.165565,95.42103,1013.5,0.5
20191015T1700,25.505566,94.95128,1013.1,0.2
20191015T1800,25.645567,95.92315,1014.2,0.1
20191015T1900,25.505566,96.956154,1014.6,0.1
20191015T2000,25.375566,96.896835,1015.3,0.1
20191015T2100,25.155565,98.999306,1015.9,0.1
20191015T2200,25.185566,98.58685,1015.9,0.1
20191015T2300,25.335566,93.47921,1015.5,0.2
20191016T0000,24.785566,92.17176,1015.1,1
20191016T0100,24.855566,91.84209,1014.7,0.3
20191016T0200,24.765566,91.671425,1014.1,1.2
20191016T0300,24.835566,91.50912,1013.9,0.4
20191016T0400,25.015566,89.7677,1014,0.3
20191016T0500,25.525566,95.86363,1014,0.3
20191016T0600,25.955566,91.78554,1015.1,1.2
20191016T0700,26.315565,93.57046,1015.5,0.3
20191016T0800,26.035566,93.50472,1016.2,3.6
20191016T0900,27.455566,84.01437,1016.6,4.7
20191016T1000,26.845566,91.22947,1016.7,1.9
20191016T1100,26.485565,89.110664,1016.1,0.4
20191016T1200,27.925566,88.363754,1014.7,1.4
20191016T1300,28.135567,83.73179,1014.2,1.9
20191016T1400,26.905565,91.99463,1013.3,1.8
20191016T1500,25.955566,95.3596,1012.9,0.4
20191016T1600,26.385567,90.825294,1012.7,1
20191016T1700,26.265566,87.9282,1013.2,0.6
20191016T1800,26.555567,91.2145,1014.1,0.1
20191016T1900,26.685566,92.313354,1013.8,0.4
20191016T2000,26.525566,93.46665,1014.7,1.7
20191016T2100,26.645567,89.49469,1015.2,4.4
20191016T2200,26.595566,91.652336,1015.3,2.6
20191016T2300,26.745565,92.37087,1015.2,1.6
20191017T0000,26.625566,94.36216,1015.1,1.7
20191017T0100,26.425566,95.14396,1015,2.5
20191017T0200,26.045567,95.24821,1014.6,2.1
20191017T0300,25.995565,95.077095,1014.2,3.7
20191017T0400,25.735565,93.71775,1014.1,2.6
20191017T0500,26.475567,93.6874,1014.3,0.2
20191017T0600,26.755566,94.47783,1014.9,0.2
20191017T0700,27.455566,85.38123,1015.3,0.7
20191017T0800,27.115566,90.86483,1015.7,2.4
20191017T0900,28.045567,85.434296,1016.5,1.6
20191017T1000,28.605566,86.96243,1016,0.5
20191017T1100,28.595566,83.23237,1015.4,1.2
20191017T1200,28.705566,82.40749,1014.6,1.8
20191017T1300,28.145567,87.546234,1013.8,0.5
20191017T1400,28.825565,83.25601,1013.2,0.2
20191017T1500,28.655565,82.10865,1012.7,0.9
20191017T1600,28.265566,82.9509,1012.5,0.4
20191017T1700,27.585566,89.9262,1012.3,0.2
20191017T1800,27.875566,91.22764,1013.4,0.9
20191017T1900,26.925566,87.92471,1013.7,0.9
20191017T2000,27.395567,89.43573,1014.6,0.4
20191017T2100,27.035566,91.782486,1015.7,0.4
20191017T2200,26.855566,92.54031,1015.5,0.4
20191017T2300,26.825565,92.4292,1015.5,0.3
20191018T0000,26.315565,95.4243,1015.2,0.6
20191018T0100,26.125566,94.68504,1014.6,0.3
20191018T0200,26.135567,92.50968,1014.3,0.2
20191018T0300,25.825565,93.106804,1014.2,0.1
20191018T0400,25.645567,93.322914,1013.9,0.8
20191018T0500,27.075565,88.0408,1014.3,0.1
20191018T0600,27.085566,88.56798,1014.6,0.2
20191018T0700,27.235565,87.73822,1015.2,0.3
20191018T0800,27.145567,93.433235,1015.3,0.4
20191018T0900,28.955566,83.1707,1016.1,0.6
20191018T1000,28.785566,82.75937,1015.6,2.1
20191018T1100,29.395567,82.67683,1015.4,0.9
20191018T1200,30.205566,76.05967,1014.7,0.9
20191018T1300,29.555567,81.048615,1014,0.6
20191018T1400,29.705566,76.806305,1013.8,0
20191018T1500,28.245565,84.19236,1013.4,0.2
20191018T1600,29.515566,78.956955,1013.3,0.5
20191018T1700,27.295567,85.01014,1013.6,0.4
20191018T1800,27.235565,88.78955,1013.9,0.1
20191018T1900,26.555567,92.19782,1014.4,0.2
20191018T2000,27.235565,91.03315,1014.9,0.3
20191018T2100,27.135567,92.05971,1015.6,0.3
20191018T2200,27.005566,92.6564,1015.3,0.1
20191018T2300,27.045567,88.5652,1015.8,0.2
20191019T0000,26.695566,90.19473,1015.3,0.2
20191019T0100,26.155565,92.28992,1015,1
20191019T0200,25.925566,88.91272,1014.6,0.5
20191019T0300,25.115566,88.16052,1014.6,0.6
20191019T0400,24.675566,94.18933,1014.4,1
20191019T0500,25.695566,93.26897,1014.9,0.4
20191019T0600,25.875566,93.38734,1015.6,0.1
20191019T0700,26.585566,93.85823,1015.9,0.1
20191019T0800,27.145567,87.15752,1016.4,0.2
20191019T0900,28.045567,83.772675,1017,1.2
20191019T1000,28.805567,82.46727,1017.2,0.8
20191019T1100,28.325565,89.44105,1016.3,1.1
20191019T1200,29.075565,90.22439,1015.6,0.1
20191019T1300,29.195566,88.76305,1014.7,0.1
20191019T1400,29.315565,87.12007,1013.9,0.1
20191019T1500,29.105566,87.5147,1013.7,0.3
20191019T1600,29.065565,85.37331,1013.9,0.1
20191019T1700,28.335566,85.40946,1014.2,0.3
20191019T1800,27.815565,84.90641,1014.7,0.3
20191019T1900,27.255566,88.31649,1015.2,0.2
20191019T2000,27.145567,88.256065,1015.6,0.3
20191019T2100,26.775566,90.576416,1015.9,0.3
20191019T2200,25.675566,92.7671,1015.7,0.3
20191019T2300,25.925566,87.007324,1015.4,0.1
20191020T0000,25.485565,91.048676,1015.1,0.3
20191020T0100,24.655565,91.33397,1014.8,0.2
20191020T0200,24.745565,93.908516,1014.1,0.2
20191020T0300,24.345566,94.40616,1014,0.1
20191020T0400,24.085566,94.22682,1014.2,0.4
20191020T0500,25.125566,90.8098,1014.8,0.4
20191020T0600,25.095566,88.53327,1015.7,0.6
20191020T0700,26.375566,86.15921,1015.9,0.1
20191020T0800,26.415565,90.07047,1016.6,0
20191020T0900,28.435566,82.919395,1016.7,0
20191020T1000,29.655565,83.88212,1016.6,0
20191020T1100,29.905565,82.827835,1015.6,0
20191020T1200,30.685566,76.309,1014.6,0.1
20191020T1300,30.645567,76.61985,1013.7,0
20191020T1400,30.195566,77.56138,1012.9,0
20191020T1500,29.965567,79.29549,1012.7,0
20191020T1600,29.435566,79.60593,1012.8,0
20191020T1700,28.055567,83.57419,1013,0
20191020T1800,28.195566,83.987366,1013.6,0.1
20191020T1900,26.775566,87.59869,1014.3,0.3
20191020T2000,26.415565,90.88119,1014.8,0.1
20191020T2100,25.995565,94.399796,1014.8,0
20191020T2200,26.075565,92.45186,1014.5,0
20191020T2300,26.175566,89.78679,1014.1,0
20191021T0000,25.435566,93.03561,1013.6,0
20191021T0100,25.005566,92.8505,1013,0.2
20191021T0200,24.695566,95.27289,1012.2,0.1
20191021T0300,24.505566,95.440414,1012.5,0
20191021T0400,24.435566,95.32386,1012.2,0
20191021T0500,25.585566,86.03812,1013,0
20191021T0600,25.185566,89.45391,1013.5,0
20191021T0700,26.485565,88.20845,1013.9,0.2
20191021T0800,26.595566,92.5844,1014.5,0.1
20191021T0900,28.865566,77.983116,1014.4,0
20191021T1000,29.535566,78.538475,1014.2,0
20191021T1100,29.575565,81.33912,1013.6,0
20191021T1200,29.935566,79.05738,1012.5,0.3
20191021T1300,30.115566,77.642494,1011.4,0.3
20191021T1400,30.005566,77.26006,1010.7,0.1
20191021T1500,29.865566,75.51418,1010.1,0.1
20191021T1600,29.775566,74.516205,1010.3,0
20191021T1700,28.095566,81.75316,1010.8,0
20191021T1800,27.765566,85.561935,1011,0
20191021T1900,27.055567,89.04217,1011.7,0
20191021T2000,26.975567,89.62231,1012.2,0
20191021T2100,26.535566,90.61697,1012.6,0
20191021T2200,27.175566,86.692856,1012.5,0
20191021T2300,26.925566,87.08801,1012.1,0
20191022T0000,25.895567,91.56307,1011.5,0
20191022T0100,25.645567,91.60545,1011.1,0
20191022T0200,25.705566,90.18993,1010.3,0
20191022T0300,25.515566,91.26943,1010.3,0
20191022T0400,25.025566,93.243126,1010.2,0
20191022T0500,24.375566,93.95231,1010.8,0
20191022T0600,24.785566,93.90988,1011.3,0
20191022T0700,27.095566,87.25774,1011.6,0
20191022T0800,27.595566,88.28812,1012,0
20191022T0900,29.415565,76.85704,1012.1,0.1
20191022T1000,29.385567,78.37883,1012,0.1
20191022T1100,29.335566,78.41893,1011.1,0.1
20191022T1200,29.595566,75.97123,1009.9,0.1
20191022T1300,29.585566,74.220116,1009.1,0.1
20191022T1400,29.835566,73.90488,1008.2,0
20191022T1500,29.675566,74.18973,1008,0
20191022T1600,29.445566,75.361725,1007.9,0
20191022T1700,27.835566,82.90551,1008.6,0
20191022T1800,27.705566,85.09887,1009.1,0
20191022T1900,26.485565,90.506065,1009.9,0
20191022T2000,26.485565,90.29015,1010.8,0
20191022T2100,25.985565,93.11304,1011.1,0
20191022T2200,25.815565,91.888756,1011,0
20191022T2300,25.345566,90.986336,1010.6,0
20191023T0000,25.025566,92.016594,1010.5,0
20191023T0100,24.295567,93.21422,1009.4,0
20191023T0200,24.205566,93.49299,1009.2,0
20191023T0300,23.925566,95.19601,1008.7,0
20191023T0400,24.095566,96.2985,1008.8,0
20191023T0500,25.775566,93.495346,1009.3,0
20191023T0600,25.395567,93.76196,1009.7,0
20191023T0700,27.505566,87.28974,1010.6,0
20191023T0800,27.745565,87.82839,1010.8,0
20191023T0900,28.875566,81.21078,1011,0
20191023T1000,30.875566,71.6431,1011.2,0
20191023T1100,31.105566,69.95335,1010.3,0
20191023T1200,31.605566,68.76186,1009.5,0
20191023T1300,31.785566,69.163445,1008.8,0
20191023T1400,31.325565,73.43822,1008.2,0
20191023T1500,30.735565,77.17752,1007.9,0
20191023T1600,30.255566,78.9113,1008.1,0
20191023T1700,28.385567,88.604675,1008.3,0
20191023T1800,28.145567,89.9593,1009.2,0
20191023T1900,27.355566,92.94502,1009.9,0
20191023T2000,27.085566,92.54994,1010.7,0
20191023T2100,26.645567,93.91591,1011.1,0
20191023T2200,26.115566,94.74116,1011.4,0
20191023T2300,26.405565,93.40677,1011,0
20191024T0000,25.795567,94.39385,1010.9,0
20191024T0100,25.415565,95.34727,1010.3,0
20191024T0200,25.255566,95.22944,1010.2,0
20191024T0300,24.735565,95.848045,1010,0
20191024T0400,24.865566,96.77466,1010.2,0
20191024T0500,25.525566,98.059944,1010.5,0
20191024T0600,25.625566,97.76897,1011.7,0
20191024T0700,28.285566,90.6592,1012.5,0
20191024T0800,28.325565,91.5726,1013.2,0
20191024T0900,29.515566,82.49439,1013.9,0
20191024T1000,30.245565,81.558624,1013.9,0.1
20191024T1100,30.465567,81.00984,1013.1,0.1
20191024T1200,31.125566,75.74338,1012.1,0
20191024T1300,31.005566,75.013336,1011.1,0
20191024T1400,30.935566,76.47977,1010.6,0
20191024T1500,30.575565,76.92783,1010.4,0
20191024T1600,30.285566,77.207016,1010.9,0
20191024T1700,28.345566,84.0521,1011.3,0
20191024T1800,27.815565,89.356285,1011.7,0
20191024T1900,27.195566,92.22619,1012.5,0
20191024T2000,27.085566,92.54994,1013.3,0
20191024T2100,26.755566,94.6459,1013.5,0
20191024T2200,26.975567,90.157455,1014,0.3
20191024T2300,26.675566,92.47773,1013.8,0.2
20191025T0000,27.285566,87.74198,1013.6,0.1
20191025T0100,26.745565,89.50106,1013.1,0.1
20191025T0200,26.505566,86.11873,1012.5,0.4
20191025T0300,25.925566,90.58252,1012.5,0
20191025T0400,25.425566,93.035225,1012.6,0.1
20191025T0500,25.655565,92.37808,1013.2,0.1
20191025T0600,25.485565,92.09376,1013.7,0
20191025T0700,27.315565,88.53125,1014.3,0.1
20191025T0800,27.765566,88.35252,1015.1,0
20191025T0900,29.295567,80.53939,1015.3,0
20191025T1000,29.515566,82.10542,1015.1,0
20191025T1100,29.155565,84.28006,1014.8,0
20191025T1200,29.745565,82.13044,1013.5,0
20191025T1300,29.685566,82.2209,1012.8,0
20191025T1400,29.405565,84.1053,1011.5,0.2
20191025T1500,28.685566,86.405624,1011.6,0.1
20191025T1600,28.135567,86.97686,1011.7,0
20191025T1700,27.435566,84.465904,1011.4,0
20191025T1800,27.285566,85.77499,1012.4,0.2
20191025T1900,26.545567,89.595314,1013.1,0.5
20191025T2000,27.075565,86.064896,1013.8,0.6
20191025T2100,26.885567,90.15215,1014,0.9
20191025T2200,26.025566,89.40123,1013.9,0.9
20191025T2300,26.045567,94.12041,1013.9,1.1
20191026T0000,26.575565,89.38335,1013.4,0.9
20191026T0100,26.425566,85.59552,1012.6,0.5
20191026T0200,26.385567,84.51625,1012.2,0.2
20191026T0300,26.385567,85.69497,1012.1,0.4
20191026T0400,26.275566,89.68554,1012.2,0.6
20191026T0500,27.165565,89.954475,1012.9,0.5
20191026T0600,27.245565,89.001785,1013.6,0.1
20191026T0700,27.875566,85.622635,1014.1,0
20191026T0800,27.595566,86.1609,1014.9,0.2
20191026T0900,29.105566,80.134766,1015.2,0.3
20191026T1000,29.155565,76.8663,1014.9,0.2
20191026T1100,30.015566,77.26145,1014.1,0.1
20191026T1200,31.125566,70.79526,1013.7,0.1
20191026T1300,31.065565,72.61779,1012.5,0.1
20191026T1400,31.145567,72.93288,1011.9,0
20191026T1500,30.175566,76.23619,1011.5,0.4
20191026T1600,29.725567,77.451355,1011.8,0.3
20191026T1700,27.655565,90.78607,1012.5,0.5
20191026T1800,27.015566,90.69758,1012.8,0.5
20191026T1900,26.855566,92.32078,1013.2,0.2
20191026T2000,27.025566,92.93223,1014,0.3
20191026T2100,27.145567,92.607254,1014.1,0.3
20191026T2200,27.095566,87.36195,1014,0.3
20191026T2300,27.125566,84.33473,1014.2,0.2
20191027T0000,26.745565,87.80627,1013.8,0.1
20191027T0100,26.445566,86.68448,1012.9,0.3
20191027T0200,26.205566,88.34695,1012.7,0.3
20191027T0300,26.095566,90.42959,1012.2,0.1
20191027T0400,26.205566,87.239624,1012.2,0
20191027T0500,26.925566,90.746605,1012.7,0.1
20191027T0600,27.135567,89.89921,1013.1,0
20191027T0700,27.425566,88.908,1013.7,0.2
20191027T0800,27.145567,93.54384,1014.1,0.1
20191027T0900,28.035566,86.76281,1014.7,0
20191027T1000,29.465567,81.519325,1014.6,0.2
20191027T1100,28.765566,86.56539,1013.9,0.1
20191027T1200,29.545567,84.26753,1013.4,0
20191027T1300,29.365566,85.80275,1012.4,0
20191027T1400,29.485565,86.67413,1011.8,0
20191027T1500,29.005566,86.38093,1011,0
20191027T1600,28.835566,80.772484,1010.9,0.1
20191027T1700,27.475567,90.72265,1011.2,0.2
20191027T1800,27.085566,91.7304,1011.5,0.1
20191027T1900,26.735565,90.143326,1012,0.2
20191027T2000,27.005566,86.678856,1013,0.3
20191027T2100,26.715567,86.65488,1013.5,0.2
20191027T2200,26.625566,88.588776,1013.7,0.2
20191027T2300,26.615566,86.28346,1013.9,0.1
20191028T0000,26.495565,87.94538,1013.4,0.3
20191028T0100,26.095566,88.23294,1013.1,0.5
20191028T0200,26.235565,87.55708,1012.9,0.2
20191028T0300,25.805567,88.31795,1012.4,0.2
20191028T0400,26.065565,84.58712,1012.7,0.1
20191028T0500,26.425566,93.40748,1012.7,0
20191028T0600,26.585566,92.58398,1013.5,0
20191028T0700,27.615566,89.396576,1013.8,0
