location,Da Nang International Airport,Da Nang International Airport,Da Nang International Airport,Da Nang International Airport
lat,15.87821,15.87821,15.87821,15.87821
lon,108.28125,108.28125,108.28125,108.28125
asl,26.241,26.241,26.241,26.241
variable,Temperature,Relative Humidity,Mean Sea Level Pressure,Precipitation Total
unit,°C,%,hPa,mm
level,2 m elevation corrected,2 m,MSL,sfc
resolution,hourly,hourly,hourly,hourly
aggregation,None,None,None,None
,,,,
,,,,
timestamp,Temperature,Relative Humidity,Mean Sea Level Pressure,Total Precipitation
20190411T2300,28.235565,79.45514,1007.6,0
20190412T0000,27.605566,82.98037,1007.7,0
20190412T0100,27.235565,84.39603,1006.8,0
20190412T0200,27.395567,85.37582,1006.5,0
20190412T0300,26.615566,88.58809,1006.3,0
20190412T0400,26.345566,89.95861,1006.4,0
20190412T0500,26.525566,90.400345,1007.2,0
20190412T0600,27.105566,88.88654,1007.7,0
20190412T0700,28.005566,84.974594,1008.8,0
20190412T0800,28.745565,82.2162,1009.2,0
20190412T0900,31.695566,68.81909,1009.6,0
20190412T1000,33.015568,64.285194,1009.5,0
20190412T1100,33.445568,61.970535,1008.9,0
20190412T1200,34.385567,58.86555,1008.4,0
20190412T1300,34.045567,61.14591,1007.6,0
20190412T1400,33.275566,61.38313,1007,0
20190412T1500,32.16557,62.82111,1007,0
20190412T1600,31.835566,62.865547,1007,0
20190412T1700,30.605566,72.97612,1006.8,0
20190412T1800,30.755566,70.73154,1007.3,0
20190412T1900,30.625566,72.45983,1007.9,0
20190412T2000,30.555567,75.48132,1008.8,0
20190412T2100,29.685566,81.59225,1009.5,0
20190412T2200,28.815565,85.45206,1010,0
20190412T2300,28.695566,86.71318,1010,0
20190413T0000,28.325565,89.28294,1009.5,0
20190413T0100,28.195566,91.189926,1008.9,0
20190413T0200,28.275566,91.570244,1008.4,0
20190413T0300,27.925566,93.40538,1008.2,0
20190413T0400,27.815565,93.787125,1008.6,0
20190413T0500,27.815565,94.78497,1009.1,0
20190413T0600,27.915565,93.95587,1009.6,0
20190413T0700,28.485565,89.08283,1010.2,0
20190413T0800,29.055567,84.81989,1010.9,0
20190413T0900,31.675566,70.1366,1011,0
20190413T1000,32.655567,66.38744,1010.6,0
20190413T1100,33.135567,62.053165,1010.1,0
20190413T1200,34.98557,54.50525,1009.2,0
20190413T1300,35.135567,53.698578,1008.3,0
20190413T1400,34.655567,56.451557,1007.5,0
20190413T1500,33.425568,60.795403,1007,0
20190413T1600,33.205566,62.811913,1007.4,0
20190413T1700,30.645567,75.36047,1007.7,0
20190413T1800,30.295567,77.34567,1008.4,0
20190413T1900,30.305567,76.981445,1008.6,0
20190413T2000,30.375566,75.813866,1009.6,0
20190413T2100,30.215567,77.70201,1010.3,0
20190413T2200,29.545567,80.90367,1010.3,0
20190413T2300,29.055567,82.34753,1010.4,0
20190414T0000,28.545567,84.62202,1010,0
20190414T0100,28.145567,87.64998,1009.4,0
20190414T0200,27.815565,90.0996,1009.1,0
20190414T0300,27.565565,92.13341,1008.9,0
20190414T0400,27.595566,92.68035,1008.8,0
20190414T0500,28.195566,89.327446,1009.4,0
20190414T0600,28.455566,87.77662,1009.8,0
20190414T0700,28.565565,86.65153,1010.7,0
20190414T0800,29.095566,83.67866,1011.7,0
20190414T0900,31.845566,69.668655,1011.9,0
20190414T1000,33.05557,66.58194,1011.7,0
20190414T1100,33.385567,64.66513,1011,0
20190414T1200,34.775566,59.83211,1010.4,0
20190414T1300,34.355568,61.904137,1009.3,0
20190414T1400,33.16557,62.57957,1008.6,0
20190414T1500,31.245565,68.12435,1008.6,0
20190414T1600,31.205566,66.30588,1008.2,0
20190414T1700,30.285566,71.330154,1008.1,0
20190414T1800,30.105566,71.12882,1008.3,0
20190414T1900,29.745565,71.96878,1008.6,0
20190414T2000,29.335566,74.716515,1009.5,0
20190414T2100,29.155565,79.66573,1009.9,0
20190414T2200,28.595566,81.663376,1010.1,0
20190414T2300,28.025566,85.02701,1010.1,0
20190415T0000,27.455566,88.804436,1009.9,0
20190415T0100,27.705566,88.87393,1009.5,0
20190415T0200,27.285566,90.76619,1009,0
20190415T0300,26.825565,92.15509,1009,0
20190415T0400,26.665565,92.58733,1009,0
20190415T0500,27.245565,91.62935,1009.7,0
20190415T0600,27.415565,89.809395,1010,0
20190415T0700,28.185566,85.19341,1011.1,0
20190415T0800,29.125566,80.950714,1011.9,0
20190415T0900,32.445568,64.8245,1012.1,0
20190415T1000,33.495567,62.5365,1012,0
20190415T1100,33.695568,61.399265,1011.6,0
20190415T1200,34.50557,57.71176,1010.5,0
20190415T1300,34.765568,60.078506,1009.1,0
20190415T1400,35.085567,58.39397,1008.7,0
20190415T1500,33.32557,61.908398,1007.9,0
20190415T1600,32.495567,62.92741,1008.3,0
20190415T1700,31.565565,66.17728,1008.4,0
20190415T1800,30.905565,64.476265,1009.1,0
20190415T1900,30.765566,65.1911,1009.4,0
20190415T2000,30.395567,68.25286,1010.2,0
20190415T2100,30.045567,73.80554,1010.6,0
20190415T2200,29.415565,78.70981,1011.5,0
20190415T2300,28.905565,81.214226,1011.3,0
20190416T0000,28.495565,84.96929,1010.7,0
20190416T0100,28.455566,87.002045,1009.5,0
20190416T0200,28.135567,87.909035,1008.8,0
20190416T0300,27.745565,89.08755,1009,0
20190416T0400,27.605566,89.874115,1009.2,0
20190416T0500,28.435566,86.23176,1009.6,0
20190416T0600,28.655565,85.843185,1010.3,0
20190416T0700,29.345566,82.76936,1010.8,0
20190416T0800,30.055567,77.6344,1011.7,0
20190416T0900,33.32557,61.101368,1011.6,0
20190416T1000,33.68557,59.4518,1011.2,0
20190416T1100,34.025566,58.540478,1010.4,0
20190416T1200,34.945568,55.118847,1009.5,0
20190416T1300,35.525566,53.34334,1008.4,0
20190416T1400,35.25557,53.598713,1007.7,0
20190416T1500,34.89557,58.247818,1007.1,0
20190416T1600,33.73557,58.65086,1007.4,0
20190416T1700,31.645567,72.28293,1007.6,0
20190416T1800,30.975567,71.44701,1008.5,0
20190416T1900,30.835566,72.15,1009.5,0
20190416T2000,30.885567,71.68746,1010.2,0
20190416T2100,30.385567,74.60947,1010.6,0
20190416T2200,29.195566,82.753586,1011,0
20190416T2300,29.165565,80.09445,1010.8,0
20190417T0000,28.605566,84.02766,1010.8,0
20190417T0100,28.495565,86.08383,1010.1,0
20190417T0200,28.395567,88.08384,1009.4,0
20190417T0300,28.495565,89.18852,1009.2,0
20190417T0400,28.025566,91.39666,1009.3,0
20190417T0500,28.675566,90.14897,1010,0
20190417T0600,29.125566,88.18718,1010.3,0
20190417T0700,29.675566,85.376816,1011.3,0
20190417T0800,30.665565,79.4764,1011.9,0
20190417T0900,32.46557,69.08028,1012.4,0
20190417T1000,33.14557,68.310776,1012.1,0
20190417T1100,33.55557,63.25854,1011.5,0
20190417T1200,34.66557,60.1637,1010.5,0
20190417T1300,34.775566,58.916794,1009,0
20190417T1400,34.275566,57.970478,1008.4,0
20190417T1500,32.385567,61.969093,1007.6,0
20190417T1600,32.135567,61.13886,1007.3,0
20190417T1700,31.185566,70.25977,1007.4,0
20190417T1800,31.035566,69.234886,1007.7,0
20190417T1900,30.725567,70.684166,1008,0
20190417T2000,30.505566,73.04697,1008.5,0
20190417T2100,29.585566,76.7894,1009,0
20190417T2200,29.315565,78.55644,1009.4,0
20190417T2300,28.755566,81.00384,1009,0
20190418T0000,28.705566,83.63972,1008.6,0
20190418T0100,28.575565,85.329704,1007.9,0
20190418T0200,28.235565,86.7789,1007,0
20190418T0300,27.835566,89.04068,1006.7,0
20190418T0400,27.805567,90.41924,1007,0
20190418T0500,28.505566,84.919846,1007.5,0
20190418T0600,28.735565,83.39509,1008.2,0
20190418T0700,29.015566,81.371765,1008.9,0
20190418T0800,29.785566,78.245476,1009.7,0
20190418T0900,33.515568,61.03275,1009.8,0
20190418T1000,34.91557,56.84906,1009.4,0
20190418T1100,35.46557,53.520695,1008.8,0
20190418T1200,37.265568,46.29047,1007.9,0
20190418T1300,37.295567,45.196156,1006.7,0
20190418T1400,36.91557,46.396263,1005.2,0
20190418T1500,36.475567,48.308548,1004.1,0
20190418T1600,35.635567,51.796062,1004.2,0
20190418T1700,33.87557,56.91704,1004.6,0
20190418T1800,33.475567,55.337563,1004.6,0
20190418T1900,33.085567,56.90649,1005.5,0
20190418T2000,32.725567,59.920197,1006.1,0
20190418T2100,32.025566,65.71508,1006.8,0
20190418T2200,31.125566,70.58482,1007,0
20190418T2300,30.485565,73.17439,1006.8,0
20190419T0000,29.965567,74.500885,1006.1,0
20190419T0100,29.645567,76.296234,1005.5,0
20190419T0200,29.205566,78.72936,1004.9,0
20190419T0300,28.815565,81.34889,1004.2,0
20190419T0400,28.445566,83.56395,1004.4,0
20190419T0500,30.015566,78.88066,1004.6,0
20190419T0600,30.605566,76.43317,1005.1,0
20190419T0700,31.695566,69.518135,1005.9,0
20190419T0800,33.16557,63.02837,1006.5,0
20190419T0900,36.745567,48.05805,1006.6,0
20190419T1000,37.815567,47.04614,1006.5,0
20190419T1100,38.475567,45.936142,1006,0
20190419T1200,38.87557,40.78449,1005.2,0
20190419T1300,38.41557,40.540222,1003.8,0
20190419T1400,38.355568,41.59449,1002.9,0
20190419T1500,36.73557,48.084396,1001.8,0
20190419T1600,35.18557,54.715717,1002.2,0
20190419T1700,33.155567,59.620136,1003,0
20190419T1800,33.245567,56.396584,1003.3,0
20190419T1900,32.885567,59.16811,1003.5,0
20190419T2000,32.835567,60.341454,1004.3,0
20190419T2100,32.32557,68.08031,1005.2,0
20190419T2200,31.535566,73.29783,1005.4,0
20190419T2300,30.945566,75.71727,1005.6,0
20190420T0000,30.775566,78.0987,1004.9,0
20190420T0100,30.275566,77.94034,1004.3,0
20190420T0200,29.915565,79.52416,1003.4,0
20190420T0300,29.275566,81.304924,1003,0
20190420T0400,28.885567,82.57378,1003.3,0
20190420T0500,30.045567,83.37965,1003.8,0
20190420T0600,30.305567,80.184715,1004.6,0
20190420T0700,30.935566,75.80537,1005.1,0
20190420T0800,31.915565,70.553444,1005.7,0
20190420T0900,35.605568,52.98103,1005.8,0
20190420T1000,37.05557,48.745377,1005.7,0
20190420T1100,37.615566,46.32423,1004.9,0
20190420T1200,38.545567,40.895382,1004,0
20190420T1300,38.91557,40.377815,1003.1,0
20190420T1400,38.55557,41.04686,1002.2,0
20190420T1500,35.175568,51.745888,1001.6,0
20190420T1600,34.835567,53.72355,1002.6,0
20190420T1700,33.105568,58.019127,1002.8,0
20190420T1800,32.955566,56.91087,1002.8,0
20190420T1900,32.50557,60.851917,1002.9,0
20190420T2000,32.205566,66.49868,1003.8,0
20190420T2100,31.765566,69.6132,1004.4,0
20190420T2200,30.995565,76.80464,1005,0
20190420T2300,30.485565,75.426254,1004.8,0
20190421T0000,29.565565,79.811165,1004.6,0
20190421T0100,29.305567,81.11583,1003.9,0
20190421T0200,29.095566,83.08668,1003.5,0
20190421T0300,28.505566,85.98283,1003.2,0
20190421T0400,28.455566,87.362755,1003.5,0
20190421T0500,29.585566,85.2185,1004.2,0
20190421T0600,29.895567,83.413635,1004.4,0
20190421T0700,30.585566,79.23287,1005.3,0
20190421T0800,31.445566,72.59326,1005.7,0
20190421T0900,35.68557,54.28079,1006.2,0
20190421T1000,36.655567,50.124268,1005.9,0
20190421T1100,36.865566,47.342953,1005.4,0
20190421T1200,37.495567,42.489925,1005,0
20190421T1300,37.655567,42.81638,1004,0
20190421T1400,37.365566,45.900127,1003.3,0
20190421T1500,35.045567,56.07145,1002.7,0
20190421T1600,33.87557,59.63573,1002.8,0
20190421T1700,33.07557,63.461613,1003.1,0
20190421T1800,33.315567,60.590446,1003.8,0
20190421T1900,33.00557,61.032745,1004.5,0
20190421T2000,32.455566,63.676125,1004.9,0
20190421T2100,31.675566,67.87937,1006,0
20190421T2200,30.875566,71.55785,1006,0
20190421T2300,30.375566,73.02606,1005.9,0
20190422T0000,29.345566,78.70073,1005.6,0
20190422T0100,29.315565,79.875175,1005.2,0
20190422T0200,29.055567,81.231514,1004.9,0
20190422T0300,28.455566,86.08045,1004.6,0
20190422T0400,28.155565,87.44337,1004.7,0
20190422T0500,28.685566,82.7488,1005.5,0
20190422T0600,28.975567,80.645,1006.2,0
20190422T0700,29.565565,78.77604,1006.7,0
20190422T0800,30.255566,76.701225,1007.6,0
20190422T0900,32.495567,65.885086,1008.1,0
20190422T1000,33.315567,61.09922,1008.2,0
20190422T1100,34.105568,58.105526,1007.9,0
20190422T1200,36.00557,50.870945,1007.3,0
20190422T1300,36.015568,51.764595,1006.2,0
20190422T1400,35.455566,55.10663,1005.4,0
20190422T1500,34.765568,60.256577,1004.7,0
20190422T1600,33.105568,61.825054,1004.5,0
20190422T1700,30.135567,70.66645,1004.4,0
20190422T1800,29.775566,69.42368,1004.9,0
20190422T1900,29.335566,69.93315,1005.6,0
20190422T2000,29.145567,72.34575,1005.9,0
20190422T2100,28.515566,77.00643,1006.8,0
20190422T2200,28.215567,77.98863,1007.6,0
20190422T2300,28.065565,79.57662,1007.8,0
20190423T0000,27.235565,82.74215,1007.6,0
20190423T0100,27.145567,83.832466,1007.5,0
20190423T0200,26.855566,84.5111,1007.3,0
20190423T0300,26.755566,85.57386,1007.1,0
20190423T0400,26.535566,87.89568,1007.4,0
20190423T0500,27.185566,81.99411,1008.2,0
20190423T0600,27.465567,80.51189,1008.8,0
20190423T0700,27.915565,80.27702,1009.7,0
20190423T0800,28.715567,78.75951,1010.2,0
20190423T0900,32.78557,58.720097,1010.3,0
20190423T1000,33.815567,55.3175,1010.3,0
20190423T1100,34.75557,53.446865,1009.6,0
20190423T1200,36.55557,47.635822,1009,0
20190423T1300,36.745567,47.455063,1007.9,0
20190423T1400,36.585567,48.046524,1007.5,0
20190423T1500,35.495567,52.859562,1006.9,0
20190423T1600,33.975567,56.701447,1006.9,0
20190423T1700,31.565565,64.45464,1007.5,0
20190423T1800,30.505566,67.90502,1007.7,0
20190423T1900,29.805567,71.3767,1008.2,0
20190423T2000,29.495565,74.11731,1008.7,0
20190423T2100,29.395567,77.2678,1009.1,0
20190423T2200,28.455566,82.47859,1009.5,0
20190423T2300,27.835566,84.25279,1009.4,0
20190424T0000,27.095566,85.8609,1009,0
20190424T0100,26.915565,86.051025,1008.4,0
20190424T0200,26.605566,86.74974,1008.3,0
20190424T0300,25.945566,91.67526,1007.8,0
20190424T0400,25.715567,91.994125,1007.9,0
20190424T0500,26.775566,90.25322,1008.8,0
20190424T0600,27.255566,89.161385,1009.4,0
20190424T0700,28.345566,84.50273,1010.1,0
20190424T0800,28.985565,81.998764,1010.7,0
20190424T0900,32.705566,66.43644,1010.6,0
20190424T1000,33.675568,61.90837,1010.5,0
20190424T1100,34.155567,58.779465,1010,0
20190424T1200,35.515568,52.832733,1009.3,0
20190424T1300,35.39557,51.67532,1008.2,0
20190424T1400,35.405567,50.509506,1007.1,0
20190424T1500,35.41557,48.802837,1006.4,0
20190424T1600,34.78557,50.294464,1006.2,0
20190424T1700,32.03557,62.49302,1006.3,0
20190424T1800,31.155565,63.06505,1006.3,0
20190424T1900,30.665565,63.768463,1006.6,0
20190424T2000,29.835566,66.88336,1007.5,0
20190424T2100,29.155565,72.303856,1007.9,0
20190424T2200,28.185566,76.82092,1008.2,0
20190424T2300,27.425566,79.73518,1007.9,0
20190425T0000,26.245565,86.09611,1007.6,0
20190425T0100,25.825565,87.20924,1006.9,0
20190425T0200,25.835566,87.36789,1006.6,0
20190425T0300,25.405565,88.71606,1006.6,0
20190425T0400,25.225567,91.639404,1006.7,0
20190425T0500,25.975567,88.489746,1007.8,0
20190425T0600,27.155565,83.08211,1008,0
20190425T0700,28.105566,78.30241,1008.9,0
20190425T0800,28.725567,74.84756,1009.2,0
20190425T0900,32.50557,56.49762,1009.8,0
20190425T1000,33.59557,50.179916,1009.3,0
20190425T1100,34.59557,45.238285,1008.8,0
20190425T1200,36.39557,39.709145,1008,0
20190425T1300,36.66557,40.07613,1006.9,0
20190425T1400,36.41557,42.516605,1006.1,0
20190425T1500,35.245567,47.359467,1005.5,0
20190425T1600,34.975567,53.083733,1005.7,0
20190425T1700,30.985565,64.492485,1005.4,0
20190425T1800,30.295567,66.81054,1005.7,0
20190425T1900,29.695566,69.78678,1006.3,0
20190425T2000,28.965567,74.16786,1006.9,0
20190425T2100,28.285566,79.034195,1007.7,0
20190425T2200,28.185566,78.50139,1007.9,0
20190425T2300,27.975567,79.756424,1008,0
20190426T0000,27.355566,83.80341,1007.4,0
20190426T0100,26.755566,85.72804,1007.2,0
20190426T0200,26.735565,86.29372,1006.6,0
20190426T0300,26.245565,87.190414,1006.6,0
20190426T0400,25.825565,88.16007,1006.6,0
20190426T0500,26.435566,90.071686,1007.3,0
20190426T0600,26.885567,87.29339,1007.7,0
20190426T0700,27.105566,84.53527,1008.1,0
20190426T0800,28.045567,81.21151,1008.8,0
20190426T0900,31.575565,65.07847,1008.9,0
20190426T1000,32.75557,60.2878,1008.9,0
20190426T1100,33.175568,56.995934,1008.7,0
20190426T1200,34.84557,49.824226,1008,0
20190426T1300,34.80557,49.874653,1007.1,0
20190426T1400,34.57557,51.03989,1006.4,0
20190426T1500,33.48557,55.44025,1005.9,0
20190426T1600,32.89557,56.725327,1005.7,0
20190426T1700,30.585566,68.86411,1006.1,0
20190426T1800,29.855566,70.91534,1006.3,0
20190426T1900,29.265566,73.638084,1007,0
20190426T2000,29.425566,74.239685,1008.2,0
20190426T2100,29.185566,77.562096,1008.7,0
20190426T2200,28.215567,81.27981,1009.3,0
20190426T2300,27.765566,82.65056,1009.6,0
20190427T0000,26.695566,88.01288,1009.3,0
20190427T0100,26.575565,88.37353,1009.2,0
20190427T0200,26.305567,89.36585,1008.6,0
20190427T0300,26.235565,89.62935,1008.5,0
20190427T0400,26.255566,89.684296,1008.4,0
20190427T0500,26.805567,87.75828,1009,0
20190427T0600,27.075565,85.449005,1009.6,0
20190427T0700,28.005566,81.012634,1009.8,0
20190427T0800,29.175566,75.23118,1010.5,0
20190427T0900,31.405565,61.16573,1010.7,0
20190427T1000,32.84557,56.679466,1010.5,0
20190427T1100,33.675568,54.985207,1009.9,0
20190427T1200,34.37557,52.271675,1009,0
20190427T1300,34.18557,52.924706,1008,0
20190427T1400,32.865566,57.16571,1007.5,0
20190427T1500,31.335566,60.413944,1006.9,0
20190427T1600,30.455566,64.30683,1007.1,0
20190427T1700,28.905565,75.41648,1007.5,0
20190427T1800,28.635567,76.70059,1008.3,0
20190427T1900,28.785566,77.36808,1009.1,0
20190427T2000,28.675566,77.817566,1009.8,0
20190427T2100,28.535566,79.874054,1010.4,0
20190427T2200,28.205566,79.68971,1010.3,0
20190427T2300,28.015566,80.28924,1010.5,0
20190428T0000,27.405565,82.41364,1010.2,0
20190428T0100,27.245565,83.24135,1009.4,0
20190428T0200,27.055567,83.92409,1009.2,0
20190428T0300,26.795567,86.0922,1009.1,0
20190428T0400,26.445566,88.94814,1009.3,0
20190428T0500,27.225567,86.49013,1009,0
20190428T0600,27.425566,83.55994,1009.8,0
20190428T0700,28.145567,77.83864,1010.6,0
20190428T0800,29.575565,73.59908,1011.7,0
20190428T0900,32.655567,59.940845,1012.1,0
20190428T1000,34.00557,58.291737,1011.2,0
20190428T1100,34.155567,58.255733,1010.5,0
20190428T1200,35.18557,52.943382,1009.8,0
20190428T1300,35.12557,53.27939,1008.9,0
20190428T1400,34.955566,53.27052,1008.3,0
20190428T1500,34.37557,56.72544,1007.5,0
20190428T1600,33.765568,56.58504,1007.3,0
20190428T1700,30.715567,67.98506,1007.6,0
20190428T1800,30.265566,67.77836,1008.4,0
20190428T1900,30.055567,69.515976,1009.3,0
20190428T2000,30.025566,71.243126,1010.1,0
20190428T2100,29.615566,72.68483,1010.3,0
20190428T2200,29.285566,74.39607,1011.1,0
20190428T2300,29.245565,75.422104,1010.9,0
20190429T0000,28.505566,79.20463,1009.9,0
20190429T0100,27.965567,80.86251,1009.3,0
20190429T0200,27.725567,81.858246,1008.6,0
20190429T0300,27.335566,83.95213,1008.4,0
20190429T0400,27.255566,85.0064,1008.4,0
20190429T0500,27.665565,85.09519,1009.2,0
20190429T0600,28.025566,84.221085,1009.4,0
20190429T0700,28.755566,80.33113,1010.4,0
20190429T0800,29.985565,76.6632,1010.8,0
20190429T0900,33.365566,60.31226,1011,0
20190429T1000,33.675568,58.1479,1010.7,0
20190429T1100,34.105568,55.987713,1009.9,0
20190429T1200,35.815567,49.40749,1009.2,0
20190429T1300,35.41557,50.93966,1008,0
20190429T1400,34.775566,54.7501,1007.1,0
20190429T1500,34.675568,52.439625,1006.2,0
20190429T1600,34.32557,51.44357,1006.3,0
20190429T1700,31.725567,61.82884,1006.6,0
20190429T1800,31.425566,60.323917,1006.9,0
20190429T1900,30.435566,64.2638,1007.2,0
20190429T2000,29.865566,67.05121,1007.6,0
20190429T2100,29.355566,73.47582,1008,0
20190429T2200,29.405565,74.28104,1008.6,0
20190429T2300,28.975567,75.47223,1008.9,0
20190430T0000,28.465567,78.06927,1008,0
20190430T0100,28.335566,79.610664,1007.5,0
20190430T0200,28.185566,80.30994,1007,0
20190430T0300,27.675566,82.541954,1006.9,0
20190430T0400,27.745565,83.79255,1006.8,0
20190430T0500,28.585566,81.46797,1007.6,0
20190430T0600,28.645567,80.89453,1008.4,0
20190430T0700,29.235565,80.48444,1008.7,0
20190430T0800,30.075565,79.873634,1009,0
20190430T0900,32.62557,67.9743,1008.9,0
20190430T1000,34.815567,59.663853,1008.3,0
20190430T1100,35.495567,53.55987,1007.9,0
20190430T1200,36.065567,51.59131,1006.8,0
20190430T1300,36.565567,47.495113,1005.5,0
20190430T1400,36.16557,52.89426,1004.6,0
20190430T1500,34.84557,58.340538,1003.8,0
20190430T1600,33.43557,61.052013,1004.1,0
20190430T1700,31.415565,69.716896,1004.3,0
20190430T1800,30.425566,68.01265,1005.8,0
20190430T1900,30.305567,68.27719,1006.9,0
20190430T2000,29.555567,70.268295,1007.6,0
20190430T2100,29.055567,74.58398,1008.8,0
20190430T2200,28.865566,76.04661,1008.7,0
20190430T2300,28.565565,81.66001,1008.6,0
20190501T0000,28.365566,82.91204,1007.9,0
20190501T0100,28.255566,84.14328,1007.3,0
20190501T0200,28.075565,85.6912,1006.7,0
20190501T0300,27.765566,88.09086,1006.7,0
20190501T0400,27.805567,88.56512,1006.8,0
20190501T0500,28.995565,89.37734,1006.9,0
20190501T0600,28.885567,86.7795,1007.8,0
20190501T0700,29.435566,82.38842,1008.6,0
20190501T0800,30.735565,75.46306,1009.5,0
20190501T0900,33.385567,58.57261,1009.9,0
20190501T1000,33.265568,57.361057,1010.6,0
20190501T1100,32.135567,62.02781,1010,0
20190501T1200,33.12557,57.22544,1009.1,0
20190501T1300,34.115566,52.55692,1008.1,0
20190501T1400,33.98557,52.908188,1006.9,0
20190501T1500,33.16557,56.446117,1006.1,0
20190501T1600,32.87557,55.83522,1006,0
20190501T1700,31.605566,61.915226,1006.1,0
20190501T1800,30.415565,65.12104,1006.7,0
20190501T1900,29.675566,67.626,1007.6,0
20190501T2000,29.135567,70.23633,1008.3,0
20190501T2100,28.525566,74.77184,1008.9,0
20190501T2200,28.395567,76.666275,1009.3,0
20190501T2300,27.665565,80.72984,1009.2,0
20190502T0000,27.205566,80.28642,1008.8,0
20190502T0100,27.125566,81.299255,1008,0
20190502T0200,26.695566,85.2095,1007.9,0
20190502T0300,26.545567,87.00537,1007.4,0
20190502T0400,26.845566,84.51015,1007.9,0
20190502T0500,27.645567,87.456436,1008.8,0
20190502T0600,27.455566,89.33341,1009.5,0
20190502T0700,28.665565,76.15442,1010.2,0
20190502T0800,29.215567,74.02904,1010.8,0
20190502T0900,31.475567,62.11211,1011.2,0
20190502T1000,32.195568,58.90714,1011,0
20190502T1100,33.275566,57.22537,1010.8,0
20190502T1200,34.765568,52.58805,1009.9,0
20190502T1300,34.50557,52.303402,1008.6,0
20190502T1400,34.385567,53.583443,1007.7,0
20190502T1500,33.445568,57.991474,1007.4,0
20190502T1600,32.68557,60.854275,1007.5,0
20190502T1700,31.095566,66.324326,1007.3,0
20190502T1800,30.965567,66.179665,1007.8,0
20190502T1900,29.935566,68.290665,1008.5,0
20190502T2000,29.435566,71.01343,1009,0
20190502T2100,28.645567,76.932434,1009.5,0
20190502T2200,28.655565,81.04041,1009.8,0
20190502T2300,28.425566,81.40113,1010,0
20190503T0000,27.705566,87.66909,1009.4,0
20190503T0100,27.475567,89.12278,1009.2,0
20190503T0200,27.345566,89.965225,1008.6,0
20190503T0300,27.655565,89.8771,1008.2,0
20190503T0400,27.445566,93.05833,1008.8,0
20190503T0500,27.765566,92.90593,1009.8,0
20190503T0600,27.965567,92.36825,1010.5,0
20190503T0700,28.695566,85.23949,1011,0
20190503T0800,28.865566,83.01364,1012.1,0.1
20190503T0900,31.375566,73.92518,1012.3,0.1
20190503T1000,32.32557,71.04164,1012.7,0.1
20190503T1100,32.46557,69.69532,1012.1,0.1
20190503T1200,34.275566,63.555054,1011.4,0.1
20190503T1300,33.815567,65.32592,1009.9,0
20190503T1400,34.525566,62.453827,1008.8,0
20190503T1500,33.75557,63.224464,1008.4,0
20190503T1600,33.265568,62.86171,1008.2,0
20190503T1700,30.595566,76.476974,1009.2,0
20190503T1800,30.235565,75.07626,1009.1,0
20190503T1900,30.055567,77.17532,1009.7,0
20190503T2000,29.925566,81.043365,1010.6,0
20190503T2100,29.625566,84.67271,1011.1,0
20190503T2200,28.735565,86.35876,1011.7,0
20190503T2300,28.545567,87.67964,1011.4,0
20190504T0000,28.325565,90.50135,1011,0
20190504T0100,28.225567,90.60258,1010.1,0
20190504T0200,28.085566,90.3815,1009.5,0
20190504T0300,27.715567,91.05803,1009.1,0
20190504T0400,27.805567,90.79408,1009,0
20190504T0500,28.135567,92.97464,1009.7,0
20190504T0600,28.355566,89.49566,1009.8,0
20190504T0700,28.755566,87.02552,1010.3,0
20190504T0800,29.315565,83.99745,1010.6,0
20190504T0900,32.475567,70.52453,1010.6,0
20190504T1000,32.835567,70.2547,1010.6,0
20190504T1100,33.265568,67.57198,1010.2,0
20190504T1200,34.445568,61.158417,1009.4,0
20190504T1300,34.835567,58.477093,1007.9,0
20190504T1400,34.73557,58.524345,1006.7,0
20190504T1500,32.39557,67.01112,1006.3,0
20190504T1600,31.145567,70.16917,1006.3,0
20190504T1700,30.135567,75.733864,1006.7,0
20190504T1800,29.785566,75.54735,1007.9,0
20190504T1900,29.675566,75.71153,1008.2,0
20190504T2000,29.375566,76.805565,1008.9,0
20190504T2100,29.265566,79.67943,1009.1,0
20190504T2200,28.685566,78.8498,1009.4,0
20190504T2300,28.625566,80.94035,1009,0
20190505T0000,28.525566,82.19215,1008.5,0
20190505T0100,28.065565,85.18251,1007.7,0
20190505T0200,28.135567,84.73434,1007.4,0
20190505T0300,27.815565,86.7966,1007,0
20190505T0400,27.955566,88.52297,1007,0
20190505T0500,29.025566,83.52331,1006.8,0
20190505T0600,29.505566,79.47303,1007.2,0
20190505T0700,30.015566,74.37541,1007.4,0
20190505T0800,30.985565,70.6027,1007.6,0
20190505T0900,34.96557,50.951385,1007.8,0
20190505T1000,36.16557,48.785576,1007.4,0
20190505T1100,36.91557,49.002872,1006.7,0
20190505T1200,37.84557,44.446796,1005.9,0
20190505T1300,37.89557,43.53165,1004.8,0
20190505T1400,38.205566,43.193817,1003.9,0
20190505T1500,35.775566,49.130146,1003,0
20190505T1600,35.57557,49.287815,1003.8,0
20190505T1700,34.475567,53.090885,1003.9,0
20190505T1800,33.87557,51.645214,1004.3,0
20190505T1900,33.705566,53.972073,1004.8,0
20190505T2000,33.565567,55.693718,1005.2,0
20190505T2100,32.34557,65.19224,1005.8,0
20190505T2200,31.535566,70.02888,1006.2,0
20190505T2300,30.905565,73.502625,1006,0
